Timeline,Oxygen Consumption,Ammonia Nitrogen,PH,Dissolved Oxygen
00:00.0,3.7766,0.1637,8.2813,8.7667
30:00.0,3.7778,0.1781,8.2761,8.7667
00:00.0,3.7782,0.1732,8.281,8.7935
30:00.0,3.777,0.1577,8.2758,8.7935
00:00.0,3.905,0.1559,8.2898,8.8482
30:00.0,3.9053,0.1725,8.2992,8.8482
00:00.0,3.9038,0.1735,8.289,8.8746
30:00.0,3.905,0.165,8.2805,8.9021
00:00.0,3.9034,0.1432,8.2708,8.9021
30:00.0,3.9038,0.1526,8.2618,8.8758
00:00.0,3.9046,0.1531,8.2618,8.8754
30:00.0,3.9034,0.1472,8.2612,8.8754
00:00.0,3.6906,0.1652,8.2621,8.849
30:00.0,3.6914,0.1632,8.2519,8.8486
00:00.0,3.6906,0.1696,8.2516,8.849
30:00.0,3.6906,0.1415,8.2332,8.8486
00:00.0,3.6922,0.1421,8.2318,8.8754
30:00.0,3.6902,0.1591,8.2324,8.8486
00:00.0,3.6906,0.1693,8.2327,8.875
30:00.0,3.6906,0.1454,8.2329,8.8754
00:00.0,3.6035,0.1446,8.2189,8.875
30:00.0,3.6035,0.1574,8.1901,8.875
00:00.0,3.6038,0.1742,8.1999,8.8754
30:00.0,3.6038,0.1729,8.5264,8.7931
00:00.0,3.8017,0.1518,8.6122,8.8203
30:00.0,3.8013,0.1507,8.6641,9.7718
00:00.0,3.8009,0.1419,8.6262,9.5808
30:00.0,3.8013,0.1677,8.3533,9.3367
00:00.0,3.6423,0.1672,8.1813,9.3367
30:00.0,3.6419,0.1663,8.4536,9.3375
00:00.0,3.6431,0.1419,8.3055,9.3639
30:00.0,3.6415,0.1635,8.2906,9.284
00:00.0,3.6431,0.1653,8.2865,9.2569
30:00.0,3.6423,0.1769,8.2769,9.2289
00:00.0,3.6427,0.1526,8.253,9.1762
30:00.0,3.6459,0.1539,8.2439,9.2049
00:00.0,3.7597,0.1457,8.2299,9.1506
30:00.0,3.7613,0.1572,8.2247,9.0979
00:00.0,3.7609,0.1557,8.2203,9.0987
30:00.0,3.7597,0.1695,8.2299,9.0991
00:00.0,3.6561,0.1622,8.2252,9.0447
30:00.0,3.6584,0.1431,8.2109,9.0723
00:00.0,3.6565,0.1553,8.1912,9.0711
30:00.0,3.658,0.1537,8.153,9.0707
00:00.0,3.691,0.1508,8.1686,9.0164
30:00.0,3.6894,0.1497,8.1769,8.9061
00:00.0,3.6898,0.1527,8.1868,8.9345
30:00.0,3.6894,0.172,8.1903,8.9601
00:00.0,3.8881,0.1757,8.2002,8.9333
30:00.0,3.8896,0.1718,8.2096,8.9597
00:00.0,3.859,0.1517,8.2239,8.9593
30:00.0,3.8877,0.1429,8.2722,8.9864
00:00.0,3.7051,0.1442,8.3096,9.0136
30:00.0,3.7043,0.1564,8.3003,9.1222
00:00.0,3.7063,0.1701,8.2761,9.149
30:00.0,3.704,0.1599,8.2475,9.1498
00:00.0,3.7055,0.1649,8.2288,9.0951
30:00.0,3.7067,0.1648,8.2178,9.014
00:00.0,3.7051,0.152,8.2288,8.9868
30:00.0,3.7051,0.1581,8.2046,8.986
00:00.0,3.4048,0.1596,8.162,8.9597
30:00.0,3.4048,0.1447,8.1428,8.8774
00:00.0,3.4044,0.1569,8.1381,8.8239
30:00.0,3.4052,0.1547,8.1678,8.7699
00:00.0,3.4032,0.1698,8.1953,8.7959
30:00.0,3.4048,0.1429,8.2192,8.9037
00:00.0,3.4028,0.1467,8.2434,8.9852
30:00.0,3.404,0.1416,8.2093,9.0396
00:00.0,3.3879,0.1582,8.1857,9.0943
30:00.0,3.3895,0.1656,8.2428,8.9852
00:00.0,3.3891,0.1595,8.2816,8.9321
30:00.0,3.384,0.1529,8.2813,9.0939
00:00.0,3.8877,0.177,8.3203,9.149
30:00.0,3.8889,0.1699,8.3483,9.2045
00:00.0,3.8865,0.1744,8.3624,9.2601
30:00.0,3.8896,0.1464,8.3777,9.29
00:00.0,3.5709,0.1662,8.3816,9.3447
30:00.0,3.5709,0.1738,8.3816,9.3443
00:00.0,3.5713,0.1813,8.3956,9.3451
30:00.0,3.5701,0.1655,8.4052,9.3176
00:00.0,3.5705,0.1428,8.4203,9.3443
30:00.0,3.5685,0.1699,8.425,9.3699
00:00.0,3.5705,0.1553,8.3956,9.3971
30:00.0,3.5685,0.1706,8.3816,9.3715
00:00.0,3.5775,0.1632,8.3764,9.292
30:00.0,3.5779,0.1622,8.4011,9.2644
00:00.0,3.5646,0.1621,8.4297,9.2377
30:00.0,3.5768,0.1535,8.4346,9.2644
00:00.0,3.8543,0.1565,8.4451,9.3196
30:00.0,3.8539,0.1438,8.4748,9.3192
00:00.0,3.8547,0.1462,8.5374,9.3184
30:00.0,3.8547,0.1599,8.5896,9.3991
00:00.0,4.1252,0.1713,8.6174,9.5349
30:00.0,4.1236,0.1467,8.6366,9.616
00:00.0,4.1236,0.1428,8.646,9.616
30:00.0,4.1244,0.1525,8.6603,9.6156
00:00.0,4.5515,0.1417,8.669,9.6152
30:00.0,4.5511,0.1688,8.6743,9.6148
00:00.0,4.5515,0.173,8.655,9.5876
30:00.0,4.5515,0.1704,8.6119,9.5596
00:00.0,4.6532,0.1561,8.5355,9.4498
30:00.0,4.654,0.1585,8.527,9.316
00:00.0,4.6544,0.145,8.5319,9.2057
30:00.0,4.654,0.1464,8.5465,9.1514
00:00.0,4.6548,0.1549,8.5264,9.1246
30:00.0,4.6548,0.1755,8.5116,9.0979
00:00.0,4.6548,0.1717,8.4934,9.0156
30:00.0,4.6556,0.146,8.4786,8.9613
00:00.0,4.59,0.1484,8.458,8.8798
30:00.0,4.5939,0.1446,8.4236,8.8254
00:00.0,4.5916,0.1613,8.4052,8.7979
30:00.0,4.6034,0.1782,8.3802,8.7436
00:00.0,4.5959,0.1576,8.3574,8.7168
30:00.0,4.5924,0.1529,8.3189,8.6633
00:00.0,4.5916,0.1656,8.2851,8.6081
30:00.0,4.5987,0.1499,8.2719,8.553
00:00.0,4.1637,0.1592,8.2577,8.553
30:00.0,4.1613,0.1637,8.2667,8.4983
00:00.0,4.1633,0.1583,8.2189,8.4983
30:00.0,4.1656,0.154,8.1475,8.5518
00:00.0,4.7584,0.1587,8.1381,8.5235
30:00.0,4.7596,0.1649,8.1334,8.4416
00:00.0,4.758,0.1519,8.134,8.5243
30:00.0,4.7584,0.148,8.1285,8.5239
00:00.0,4.2049,0.1553,8.1233,8.4971
30:00.0,4.1876,0.1532,8.1153,8.4971
00:00.0,4.1857,0.1613,8.1057,8.442
30:00.0,4.19,0.1425,8.0955,8.4428
00:00.0,4.1888,0.1585,8.1145,8.4172
30:00.0,4.1951,0.1475,8.1236,8.3904
00:00.0,4.1884,0.1641,8.1384,8.4168
30:00.0,4.1888,0.1624,8.1431,8.3904
00:00.0,3.744,0.1765,8.1524,8.3637
30:00.0,3.7338,0.1614,8.1716,8.3633
00:00.0,3.7326,0.1653,8.1953,8.3892
30:00.0,3.7389,0.1449,8.2052,8.4703
00:00.0,3.6215,0.1543,8.1999,8.5251
30:00.0,3.6435,0.1427,8.2049,8.5251
00:00.0,3.6419,0.1595,8.2142,8.5255
30:00.0,3.6349,0.1592,8.2093,8.5798
00:00.0,3.7833,0.1675,8.228,8.6069
30:00.0,3.784,0.1619,8.2571,8.5794
00:00.0,3.7836,0.1592,8.2618,8.6073
30:00.0,3.7836,0.166,8.2618,8.6621
00:00.0,3.7291,0.1467,8.2428,8.6888
30:00.0,3.7287,0.1428,8.2184,8.7152
00:00.0,3.7283,0.1741,8.195,8.6884
30:00.0,3.7279,0.1585,8.1763,8.6609
00:00.0,3.7672,0.1548,8.176,8.6065
30:00.0,3.7679,0.1615,8.1667,8.6053
00:00.0,3.7676,0.1518,8.1428,8.5782
30:00.0,3.7687,0.1698,8.1334,8.5243
00:00.0,3.7676,0.1454,8.1282,8.4424
30:00.0,3.7679,0.1548,8.1142,8.3896
00:00.0,3.7679,0.1632,8.1005,8.3633
30:00.0,3.7683,0.1549,8.0757,8.3094
00:00.0,3.4994,0.1534,8.0562,8.2826
30:00.0,3.4986,0.1552,8.0516,8.2275
00:00.0,3.499,0.1723,8.0469,8.1735
30:00.0,3.4978,0.1491,8.0472,8.1739
00:00.0,3.499,0.1612,8.0477,8.1731
30:00.0,3.4978,0.1614,8.0474,8.1468
00:00.0,3.499,0.1642,8.0474,8.1464
30:00.0,3.499,0.1509,8.0375,8.1192
00:00.0,3.6105,0.1541,8.0425,8.1184
30:00.0,3.6097,0.1544,8.0568,8.1172
00:00.0,3.6101,0.1473,8.0854,8.1711
30:00.0,3.6105,0.1574,8.0862,8.2534
00:00.0,3.934,0.1574,8.0859,8.3066
30:00.0,3.9348,0.1439,8.0713,8.3333
00:00.0,3.9348,0.1565,8.0672,8.3613
30:00.0,3.936,0.1571,8.0617,8.3074
00:00.0,3.682,0.148,7.8009,8.3082
30:00.0,3.6816,0.1449,7.9265,8.3078
00:00.0,3.6824,0.1676,7.9903,8.4971
30:00.0,3.6828,0.1562,8.0194,8.6337
00:00.0,3.682,0.164,8.0573,8.6888
30:00.0,3.6828,0.1515,8.0865,8.7144
00:00.0,3.6828,0.1448,8.0917,8.7683
30:00.0,3.6808,0.1525,8.0914,8.7967
00:00.0,3.6502,0.1585,8.0865,8.8235
30:00.0,3.6502,0.1649,8.101,8.8514
00:00.0,3.6506,0.175,8.1095,8.851
30:00.0,3.6502,0.1463,8.1049,8.8242
00:00.0,3.468,0.1447,8.0862,8.8242
30:00.0,3.468,0.1439,8.0867,8.7975
00:00.0,3.4688,0.1605,8.0521,8.7428
30:00.0,3.4676,0.1599,8.0576,8.7416
00:00.0,3.3577,0.144,8.0807,8.6597
30:00.0,3.3569,0.1453,8.1093,8.6601
00:00.0,3.3569,0.1641,8.1332,8.74
30:00.0,3.3565,0.1644,8.1337,8.7943
00:00.0,3.5795,0.1749,8.1192,8.877
30:00.0,3.5791,0.1564,8.0952,8.9025
00:00.0,3.5791,0.1632,8.0763,8.8754
30:00.0,3.5787,0.1665,8.0661,8.8219
00:00.0,3.459,0.1591,8.0908,8.7671
30:00.0,3.4602,0.1605,8.0865,8.7132
00:00.0,3.4598,0.1549,8.0664,8.7671
30:00.0,3.4602,0.1608,8.0521,8.7687
00:00.0,3.4598,0.1486,8.034,8.742
30:00.0,3.4602,0.1526,8.0378,8.7152
00:00.0,3.4598,0.1441,8.0197,8.7144
30:00.0,3.4602,0.1569,8.015,8.6872
00:00.0,3.4366,0.1561,8.0043,8.6333
30:00.0,3.4358,0.1532,7.9949,8.6337
00:00.0,3.4362,0.1604,7.9949,8.6053
30:00.0,3.4374,0.155,7.9856,8.5786
00:00.0,3.4362,0.1605,7.9801,8.5778
30:00.0,3.437,0.1754,7.9801,8.6061
00:00.0,3.437,0.1525,7.9655,8.579
30:00.0,3.4366,0.144,7.9556,8.5774
00:00.0,3.4366,0.1434,7.9161,8.5235
30:00.0,3.437,0.1719,7.9172,8.5227
00:00.0,3.437,0.1696,7.9257,8.4132
30:00.0,3.4358,0.1439,7.9359,8.4396
00:00.0,3.8633,0.1443,7.9611,8.4396
30:00.0,3.8645,0.1567,7.976,8.4955
00:00.0,3.8649,0.1694,8.0246,8.5223
30:00.0,3.8645,0.1609,8.0527,8.5494
00:00.0,3.5944,0.1655,8.0768,8.6605
30:00.0,3.5925,0.1465,8.1054,8.6613
00:00.0,3.5948,0.1597,8.1431,8.7148
30:00.0,3.5929,0.1589,8.1574,8.877
00:00.0,3.5917,0.1595,8.0961,8.9325
30:00.0,3.5944,0.1542,8.1007,8.9317
00:00.0,3.5952,0.1653,8.1062,8.7959
30:00.0,3.5948,0.1774,8.1065,8.823
00:00.0,4.2284,0.1602,8.106,8.8246
30:00.0,4.2292,0.144,8.1007,8.8254
00:00.0,4.2269,0.1592,8.0955,8.7991
30:00.0,4.2367,0.1579,8.1013,8.7719
00:00.0,4.2924,0.1446,8.1013,8.7723
30:00.0,4.2916,0.1459,8.101,8.7999
00:00.0,4.292,0.1536,8.1098,8.7719
30:00.0,4.2909,0.1506,8.1106,8.7983
00:00.0,4.2752,0.1449,8.1005,8.7967
30:00.0,4.2771,0.1649,8.0966,8.825
00:00.0,4.2763,0.156,8.0911,8.7971
30:00.0,4.2763,0.1651,8.0911,8.7975
00:00.0,4.3317,0.1481,8.0908,8.7971
30:00.0,4.3321,0.1441,8.0914,8.7695
00:00.0,4.3313,0.1594,8.0859,8.7699
30:00.0,4.3309,0.1547,8.0719,8.7699
00:00.0,4.4738,0.1682,8.0664,8.7691
30:00.0,4.4746,0.1507,8.062,8.7683
00:00.0,4.4738,0.1584,8.057,8.742
30:00.0,4.4738,0.1625,8.0908,8.7951
00:00.0,4.4738,0.1654,8.0906,8.7951
30:00.0,4.4746,0.1673,8.0862,8.9037
00:00.0,4.4742,0.1434,8.081,8.8766
30:00.0,4.4738,0.1616,8.0911,8.9029
00:00.0,4.1727,0.168,8.0815,8.8766
30:00.0,4.1735,0.1588,8.0661,8.8766
00:00.0,4.1731,0.1667,8.0472,8.8766
30:00.0,4.1727,0.1549,8.0381,8.8498
00:00.0,4.1723,0.1614,8.0439,8.8498
30:00.0,4.1735,0.1682,8.0386,8.8502
00:00.0,4.1723,0.1638,8.0334,8.823
30:00.0,4.1731,0.1483,8.0389,8.8219
00:00.0,4.1409,0.1539,7.9804,8.8223
30:00.0,4.1409,0.1653,7.9807,8.8219
00:00.0,4.1421,0.1712,7.9653,8.6601
30:00.0,4.1401,0.1649,7.9611,8.6601
00:00.0,4.4185,0.1505,7.9521,8.6864
30:00.0,4.4173,0.1554,8.0004,8.688
00:00.0,4.4181,0.1573,7.9908,8.6872
30:00.0,4.4188,0.1596,7.821,8.7679
00:00.0,4.8303,0.158,7.9122,8.7136
30:00.0,4.8303,0.1516,8.0101,8.4136
00:00.0,4.8299,0.1685,8.0296,8.388
30:00.0,4.8291,0.1638,7.8303,8.3621
00:00.0,4.8291,0.148,7.8839,8.2834
30:00.0,4.8307,0.1685,7.8977,8.011
00:00.0,4.8291,0.1608,7.918,8.0118
30:00.0,4.8283,0.1769,7.9669,7.9295
00:00.0,4.1464,0.1671,7.9771,8.0397
30:00.0,4.148,0.161,7.9807,7.9578
00:00.0,4.1468,0.1546,7.962,7.9586
30:00.0,4.146,0.1714,7.9477,8.0409
00:00.0,4.1633,0.1677,7.9614,7.9878
30:00.0,4.1633,0.1551,7.9466,7.959
00:00.0,4.1735,0.1647,8.0156,7.8492
30:00.0,4.1625,0.169,8.029,7.82
00:00.0,4.2273,0.1676,7.99,7.8747
30:00.0,4.2269,0.1677,7.907,7.9562
00:00.0,4.2277,0.1686,7.8732,7.9287
30:00.0,4.2273,0.1773,7.8727,7.7933
00:00.0,4.4758,0.1471,7.8386,7.9015
30:00.0,4.4675,0.1567,7.7564,7.9019
00:00.0,4.4648,0.1709,7.7572,7.8736
30:00.0,4.4844,0.1721,7.7418,7.7649
00:00.0,4.4243,0.1609,7.7083,7.8188
30:00.0,4.4263,0.1584,7.7278,7.7913
00:00.0,4.4255,0.1625,7.8004,7.7373
30:00.0,4.4291,0.1596,7.7622,7.6834
00:00.0,4.4247,0.1603,7.7374,7.8476
30:00.0,4.4243,0.1627,7.6932,7.7925
00:00.0,4.4326,0.1448,7.6457,7.6558
30:00.0,4.4247,0.1754,7.6259,7.6547
00:00.0,3.9635,0.1567,7.6542,7.6015
30:00.0,3.9572,0.1447,7.6836,7.7361
00:00.0,3.9572,0.167,7.6981,7.7633
30:00.0,3.9572,0.1695,7.7039,7.7633
00:00.0,3.9572,0.1778,7.6896,7.7361
30:00.0,3.9568,0.1672,7.7273,7.7106
00:00.0,3.958,0.1668,7.7333,7.6826
30:00.0,3.9572,0.1551,7.7515,7.6822
00:00.0,4.0628,0.1638,7.7718,7.5476
30:00.0,4.0526,0.1548,7.8584,7.5472
00:00.0,4.0534,0.1613,7.9067,7.5728
30:00.0,4.0494,0.1764,7.9512,7.844
00:00.0,4.7019,0.1585,8.1574,7.8164
30:00.0,4.7003,0.1675,8.2197,7.8176
00:00.0,4.7015,0.1603,8.2288,7.9822
30:00.0,4.7019,0.1663,8.2107,7.983
00:00.0,5.0026,0.1439,8.3387,7.9566
30:00.0,5.0018,0.1623,8.3341,9.1246
00:00.0,5.0026,0.1522,8.306,9.1794
30:00.0,5.0026,0.1566,8.2824,9.2069
00:00.0,5.003,0.1616,8.2906,9.1526
30:00.0,5.003,0.1674,8.3014,9.0703
00:00.0,5.0022,0.159,8.32,9.0715
30:00.0,5.003,0.1783,8.3346,9.1003
00:00.0,5.0654,0.1609,8.3431,9.1542
30:00.0,5.065,0.1754,8.3483,9.1814
00:00.0,5.0654,0.1454,8.3717,9.2097
30:00.0,5.0646,0.1657,8.4393,9.2097
00:00.0,5.6194,0.1485,8.4539,9.2648
30:00.0,5.6213,0.1662,8.4341,9.4274
00:00.0,5.6198,0.1549,8.4786,9.427
30:00.0,5.6194,0.1545,8.4984,9.3459
00:00.0,5.4549,0.1616,8.5121,9.3995
30:00.0,5.4537,0.1565,8.5036,9.3999
00:00.0,5.4537,0.1557,8.4486,9.3735
30:00.0,5.4553,0.1778,8.4643,9.3731
00:00.0,5.4498,0.1583,8.4792,9.3192
30:00.0,5.4537,0.1477,8.4201,9.3723
00:00.0,5.4517,0.1696,8.3624,9.3727
30:00.0,5.4537,0.1637,8.3338,9.181
00:00.0,5.4533,0.1474,8.3104,8.99
30:00.0,5.4537,0.1497,8.2865,8.9077
00:00.0,5.4533,0.1451,8.2769,8.8274
30:00.0,5.4521,0.1537,8.2535,8.7727
00:00.0,5.4525,0.1591,8.2434,8.7188
30:00.0,5.4541,0.1611,8.2381,8.6657
00:00.0,5.4537,0.1626,8.2189,8.6373
30:00.0,5.4521,0.1581,8.1958,8.583
00:00.0,5.4533,0.1688,8.1821,8.5275
30:00.0,5.4529,0.1776,8.1626,8.4723
00:00.0,5.4533,0.1588,8.1582,8.4188
30:00.0,5.4537,0.1655,8.1477,8.3928
00:00.0,5.4537,0.1455,8.1486,8.3924
30:00.0,5.4545,0.1779,8.1436,8.3649
00:00.0,5.4537,0.159,8.1334,8.3653
30:00.0,5.4533,0.1502,8.1483,8.3389
00:00.0,5.4521,0.1494,8.1631,8.3389
30:00.0,5.4525,0.1537,8.129,8.3389
00:00.0,5.4525,0.1773,8.0342,8.3381
30:00.0,5.4545,0.1592,7.9757,8.2582
00:00.0,5.4545,0.1555,7.971,8.0669
30:00.0,5.4521,0.149,7.9763,8.1224
00:00.0,5.4533,0.1477,7.9963,8.2051
30:00.0,5.4537,0.1667,7.9625,8.3924
00:00.0,5.4502,0.1684,8.2772,8.096
30:00.0,5.458,0.1687,8.2684,8.1791
00:00.0,5.4545,0.1495,8.264,8.5023
30:00.0,5.4549,0.164,8.2821,8.4755
00:00.0,5.4537,0.1608,8.2873,8.4747
30:00.0,5.4525,0.159,8.292,8.5027
00:00.0,5.4529,0.18,8.2392,8.5574
30:00.0,5.4533,0.1456,8.2109,8.4759
00:00.0,5.4525,0.1465,8.2307,8.2622
30:00.0,5.4537,0.1641,8.2785,8.1264
00:00.0,5.4525,0.1794,8.2964,8.2626
30:00.0,5.4525,0.1462,8.2687,8.1548
00:00.0,5.4529,0.1759,8.2626,7.9351
30:00.0,5.4525,0.1687,8.2912,7.7445
00:00.0,5.4525,0.17,8.3626,7.5808
30:00.0,5.4525,0.1667,8.336,9.8916
00:00.0,5.4529,0.182,8.1736,8.5039
30:00.0,5.4537,0.1691,7.5509,8.289
00:00.0,5.4541,0.1461,7.9518,8.2347
30:00.0,5.4537,0.1624,7.7776,8.4212
00:00.0,5.4537,0.1914,8.0494,8.2327
30:00.0,5.4533,0.1752,8.22,8.1252
00:00.0,5.4588,0.1475,8.2774,8.0429
30:00.0,5.4537,0.148,8.2816,8.4208
00:00.0,5.4541,0.1467,8.3008,8.4208
30:00.0,5.4545,0.1439,8.3632,8.4204
00:00.0,5.4525,0.1843,8.3621,8.4204
30:00.0,5.4521,0.1658,8.3635,8.6133
00:00.0,5.4533,0.1614,8.3772,8.5582
30:00.0,5.4525,0.1635,8.4489,8.5318
00:00.0,5.4521,0.161,8.5462,8.5315
30:00.0,5.4541,0.1788,8.5369,8.5582
00:00.0,5.6743,0.1696,8.5572,8.5307
30:00.0,5.6751,0.1565,8.5698,8.5318
00:00.0,5.6684,0.1628,8.5555,8.6133
30:00.0,5.6759,0.1456,8.4344,8.6133
00:00.0,5.6704,0.1656,8.3379,8.4755
30:00.0,5.6751,0.1748,8.5654,8.4759
00:00.0,5.6751,0.1581,8.5657,7.6598
30:00.0,5.6747,0.1669,8.5613,8.5574
00:00.0,4.049,0.1768,8.5613,8.5574
30:00.0,4.0365,0.152,8.5987,8.5582
00:00.0,4.0376,0.1483,8.5613,8.5574
30:00.0,4.0341,0.1585,8.4382,8.6397
00:00.0,4.8833,0.1696,8.4399,8.5846
30:00.0,4.8833,0.1643,8.4399,8.5562
00:00.0,4.8833,0.1519,8.439,8.5291
30:00.0,4.8829,0.1638,8.4349,8.5295
00:00.0,4.7404,0.1677,8.4344,8.5295
30:00.0,4.7408,0.1737,8.4448,8.5027
00:00.0,4.7404,0.1559,8.4841,8.5031
30:00.0,4.7408,0.1526,8.4937,8.5307
00:00.0,4.7404,0.16,8.508,8.5043
30:00.0,4.7408,0.1797,8.5234,8.4496
00:00.0,4.7416,0.1595,8.5187,8.5039
00:00.0,4.7804,0.1669,8.5223,8.5322
30:00.0,4.7808,0.1741,8.4838,8.5334
00:00.0,4.7792,0.1685,8.4789,8.4795
30:00.0,4.78,0.1653,8.5217,8.3161
00:00.0,4.78,0.1582,8.6034,8.2894
30:00.0,4.7804,0.1464,8.4882,8.2618
00:00.0,4.2029,0.1646,8.3767,8.2622
30:00.0,4.2037,0.1808,8.3533,8.2626
00:00.0,4.199,0.1517,8.3396,8.2355
30:00.0,4.2029,0.1454,8.3297,8.2083
00:00.0,4.2167,0.1807,8.3151,8.1807
30:00.0,4.2021,0.1467,8.3104,8.1268
00:00.0,4.2025,0.1586,8.3005,8.0988
30:00.0,4.2053,0.1546,8.3003,8.0705
00:00.0,3.9317,0.146,8.3107,8.0437
30:00.0,3.9332,0.1535,8.2956,8.0425
00:00.0,3.9254,0.1664,8.2634,8.0701
30:00.0,3.9336,0.167,8.2585,8.0972
00:00.0,4.4715,0.1608,8.2497,8.0425
30:00.0,4.4711,0.1798,8.2445,8.0429
00:00.0,4.4718,0.1662,8.2533,8.0162
30:00.0,4.4718,0.1602,8.264,8.0166
00:00.0,4.4487,0.1572,8.2544,8.0174
30:00.0,4.4475,0.1546,8.2489,8.0453
00:00.0,4.4479,0.1469,8.2392,7.9914
30:00.0,4.4483,0.1688,8.2491,7.991
00:00.0,4.4471,0.1477,8.2684,7.9634
30:00.0,4.4475,0.1493,8.2975,7.9642
00:00.0,4.4475,0.1579,8.2871,7.991
30:00.0,4.4479,0.1582,8.2887,8.0457
00:00.0,4.1542,0.1657,8.311,8.0198
30:00.0,4.1546,0.177,8.3646,7.9946
00:00.0,4.155,0.1605,8.4121,8.0497
30:00.0,4.155,0.1687,8.4349,8.1036
00:00.0,4.5425,0.1665,8.4599,8.1576
30:00.0,4.5425,0.1579,8.4899,8.2115
00:00.0,4.5429,0.167,8.4937,8.265
30:00.0,4.5429,0.1526,8.4445,8.3453
00:00.0,5.1212,0.1611,8.3918,8.3453
30:00.0,5.1212,0.1702,8.3959,8.2914
00:00.0,5.1208,0.1678,8.3964,8.2111
30:00.0,5.1212,0.1674,8.3871,8.1835
00:00.0,4.9308,0.1683,8.3819,8.1288
30:00.0,4.9304,0.1688,8.3769,8.1008
00:00.0,4.93,0.1722,8.3764,8.0737
30:00.0,4.9312,0.1494,8.3629,8.0737
00:00.0,4.7871,0.1684,8.3571,8.0182
30:00.0,4.7871,0.1756,8.3489,7.9902
00:00.0,4.7883,0.1765,8.3305,7.9898
30:00.0,4.7875,0.1694,8.3154,7.9347
00:00.0,4.7859,0.1591,8.306,7.8803
30:00.0,4.7887,0.1681,8.3005,7.8252
00:00.0,4.7879,0.1574,8.2959,7.7985
30:00.0,4.7851,0.1689,8.2964,7.8244
00:00.0,4.3761,0.1583,8.2818,7.8252
30:00.0,4.3757,0.1688,8.2719,7.8248
00:00.0,4.3867,0.1466,8.2623,7.8244
30:00.0,4.3768,0.1601,8.2579,7.7973
00:00.0,4.3788,0.1669,8.2626,7.7973
30:00.0,4.3792,0.153,8.2574,7.7705
00:00.0,4.3768,0.1788,8.253,7.7437
30:00.0,4.3776,0.1771,8.2483,7.7421
00:00.0,4.1794,0.1678,8.2381,7.7154
30:00.0,4.1798,0.1557,8.239,7.687
00:00.0,4.1833,0.1837,8.2332,7.6866
30:00.0,4.1798,0.1583,8.1813,7.6594
00:00.0,4.1951,0.1585,8.1906,7.6586
30:00.0,4.199,0.1473,8.2005,7.5784
00:00.0,4.1931,0.164,8.2049,7.4713
30:00.0,4.1939,0.1625,8.2049,7.0615
00:00.0,4.1923,0.1503,8.2434,6.9252
30:00.0,4.1927,0.1583,8.2758,6.7611
00:00.0,4.1943,0.1483,8.3297,7.989
30:00.0,4.1951,0.1699,8.3912,8.0154
00:00.0,4.2092,0.1676,8.2857,7.9602
30:00.0,4.1798,0.17,8.167,7.3615
00:00.0,4.1959,0.179,8.3959,8.6936
30:00.0,4.1955,0.1729,8.4006,8.7204
00:00.0,4.053,0.1754,8.3912,8.6944
30:00.0,4.053,0.149,8.3849,8.8294
00:00.0,4.0522,0.1753,8.386,8.7476
30:00.0,4.053,0.1602,8.4338,8.7204
00:00.0,3.8402,0.1807,8.3475,8.7743
30:00.0,3.839,0.1739,8.3376,8.557
00:00.0,3.8382,0.1659,8.2524,8.4476
30:00.0,3.8402,0.1496,8.2186,8.0413
00:00.0,4.0447,0.1701,8.2181,7.8496
30:00.0,4.0447,0.1698,8.2283,7.8224
00:00.0,4.0451,0.1624,8.2761,7.7673
30:00.0,4.0435,0.1771,8.3005,7.9295
00:00.0,4.0906,0.1522,8.3104,7.8224
30:00.0,4.091,0.1578,8.3431,7.7957
00:00.0,4.0922,0.1738,8.3519,7.7413
30:00.0,4.0914,0.1684,8.3571,7.9315
00:00.0,4.0369,0.1805,8.3423,7.848
30:00.0,4.0361,0.1796,8.3376,7.8216
00:00.0,4.0369,0.1777,8.3203,7.8208
30:00.0,4.0341,0.1586,8.2854,7.8208
00:00.0,4.0361,0.1728,8.2717,7.8496
30:00.0,4.0365,0.1569,8.2626,7.7933
00:00.0,4.0341,0.1807,8.2052,7.8212
30:00.0,4.0369,0.164,8.1623,7.7933
00:00.0,4.0212,0.1714,7.9955,7.7941
30:00.0,4.02,0.1689,7.9466,7.7937
00:00.0,4.0204,0.1575,7.9518,7.8204
30:00.0,4.0196,0.1597,8.0197,7.7937
00:00.0,4.0231,0.1618,8.0524,7.8208
30:00.0,4.0216,0.1811,8.0243,7.7933
00:00.0,4.0172,0.166,8.0043,7.82
30:00.0,4.0208,0.1559,8.0241,8.094
00:00.0,4.1566,0.1769,8.0573,8.0397
30:00.0,4.1531,0.1708,8.0087,8.0401
00:00.0,4.155,0.1474,8.109,8.0122
30:00.0,4.1531,0.1855,7.9993,8.0653
00:00.0,4.2135,0.1708,7.6795,8.1196
30:00.0,4.2273,0.1558,7.6605,8.1472
00:00.0,4.2351,0.1647,7.8691,8.122
30:00.0,4.2406,0.1525,7.6742,8.0948
00:00.0,4.4499,0.163,7.8061,8.1492
30:00.0,4.4542,0.1827,7.912,8.0657
00:00.0,4.4487,0.1794,7.9556,7.9834
30:00.0,4.4503,0.1572,7.99,8.148
00:00.0,4.4503,0.1544,8.0527,8.1755
30:00.0,4.4487,0.1647,8.0757,8.1192
00:00.0,4.4491,0.1646,8.0906,7.9275
